project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost,actual_quantity,actual_unit_cost,actual_cost,variance,variance_pct,budget_status
P0015,100,Labor,General Labor,hour,2619,30.71,80417.22,2633,30.57,80477.66,60.44000000000233,0.07515803207323297,On Budget
P0015,101,Labor,Equipment Operators,hour,2882,39.12,112757.06,2968,39.84,118256.01,5498.949999999997,4.876812148170587,On Budget
P0015,102,Labor,Supervisors,hour,3274,57.05,186797.03,3792,61.78,234269.9,47472.869999999995,25.414146038617417,Over Budget
P0015,103,Labor,Skilled Labor,hour,2603,51.77,134746.84,2651,52.25,138509.2,3762.360000000015,2.792169374806871,On Budget
P0015,200,Materials,Gravel,ton,3969,31.84,126376.85,4059,32.96,133784.98,7408.130000000005,5.861935947920845,Watch
P0015,201,Materials,Concrete,cubic_yard,836,146.91,122813.96,813,150.06,121999.98,-813.9800000000105,-0.6627748181070054,On Budget
P0015,202,Materials,Asphalt,ton,2490,92.25,229695.4,2659,101.88,270901.5,41206.100000000006,17.939453728720736,Over Budget
P0015,203,Materials,Topsoil,cubic_yard,2826,35.84,101270.18,2863,35.52,101680.57,410.39000000001397,0.40524268842023786,On Budget
P0015,300,Equipment,Excavator,hour,1437,134.09,192692.04,1631,143.66,234306.57,41614.53,21.59639287642603,Over Budget
P0015,301,Equipment,Bulldozer,hour,1453,151.86,220647.99,1652,151.5,250280.33,29632.339999999997,13.429689524930636,Over Budget
P0015,302,Equipment,Loader,hour,1218,120.49,146762.32,1233,118.05,145556.87,-1205.4500000000116,-0.8213620498776605,On Budget
P0015,303,Equipment,Compactor,hour,1274,90.64,115473.95,1189,97.64,116090.95,617.0,0.5343196452533233,On Budget
P0015,400,Fuel,Diesel,gallon,1591,3.93,6250.29,1629,4.12,6712.54,462.25,7.395656841522554,Watch
P0015,500,Subcontractor,Concrete Work,job,2,26747.77,53495.53,2,28029.12,56058.23,2562.7000000000044,4.790493710409083,On Budget
P0015,501,Subcontractor,Utility Work,job,1,22580.78,22580.78,1,24090.47,24090.47,1509.6900000000023,6.68573007664041,Watch
P0016,100,Labor,General Labor,hour,6731,29.87,201065.89,6971,30.82,214874.68,13808.789999999979,6.867793438260452,Watch
P0016,101,Labor,Equipment Operators,hour,4194,41.59,174411.46,4344,39.88,173246.96,-1164.5,-0.6676740163748415,On Budget
P0016,102,Labor,Supervisors,hour,5256,56.77,298370.69,5695,59.07,336384.56,38013.869999999995,12.740483993250141,Over Budget
P0016,103,Labor,Skilled Labor,hour,1083,51.16,55406.8,1323,53.8,71176.62,15769.819999999992,28.461885544734567,Over Budget
P0016,200,Materials,Gravel,ton,714,36.24,25873.04,668,36.42,24330.21,-1542.8300000000017,-5.963079715410333,Under Budget
P0016,201,Materials,Concrete,cubic_yard,4521,147.2,665488.64,4820,148.18,714235.87,48747.22999999998,7.325028117685071,Watch
P0016,202,Materials,Asphalt,ton,2955,91.9,271577.31,2930,98.62,288947.51,17370.20000000001,6.396042438155092,Watch
P0016,203,Materials,Topsoil,cubic_yard,3910,36.5,142716.61,4218,36.13,152401.63,9685.020000000019,6.7861897784707885,Watch
P0016,300,Equipment,Excavator,hour,1682,128.65,216396.53,1802,129.23,232865.98,16469.45000000001,7.610773610833784,Watch
P0016,301,Equipment,Bulldozer,hour,3431,163.92,562421.98,4486,178.86,802377.8,239955.82000000007,42.664730137325016,Over Budget
P0016,302,Equipment,Loader,hour,3282,122.65,402533.11,3990,124.84,498120.34,95587.23000000004,23.746426722512354,Over Budget
P0016,303,Equipment,Compactor,hour,667,99.32,66244.18,740,101.3,74965.41,8721.23000000001,13.165277311908778,Over Budget
P0016,400,Fuel,Diesel,gallon,18494,3.67,67796.73,17974,3.38,60803.22,-6993.509999999995,-10.315409017514554,Under Budget
P0016,500,Subcontractor,Concrete Work,job,1,26700.93,26700.93,1,27065.54,27065.54,364.6100000000006,1.3655329608369469,On Budget
P0016,501,Subcontractor,Utility Work,job,1,22057.81,22057.81,1,22981.12,22981.12,923.3099999999977,4.185864326512911,On Budget
P0017,100,Labor,General Labor,hour,1254,33.57,42091.67,1674,36.73,61489.74,19398.07,46.0852943112022,Over Budget
P0017,101,Labor,Equipment Operators,hour,1495,40.35,60327.45,1481,42.08,62318.94,1991.4900000000052,3.30113406086285,On Budget
P0017,102,Labor,Supervisors,hour,2071,57.52,119123.81,1937,56.87,110165.87,-8957.940000000002,-7.519856861529196,Under Budget
P0017,103,Labor,Skilled Labor,hour,772,46.61,35980.54,802,43.52,34901.88,-1078.6600000000035,-2.997898308363364,On Budget
P0017,200,Materials,Gravel,ton,1996,36.09,72037.65,1753,35.29,61862.55,-10175.099999999991,-14.124697293706824,Under Budget
P0017,201,Materials,Concrete,cubic_yard,82,140.27,11501.8,91,139.49,12693.3,1191.5,10.359248117685928,Over Budget
P0017,202,Materials,Asphalt,ton,993,91.84,91200.72,1050,95.19,99948.88,8748.160000000003,9.592204973820385,Watch
P0017,203,Materials,Topsoil,cubic_yard,1353,39.76,53794.94,1213,41.43,50256.08,-3538.8600000000006,-6.5784254058095435,Under Budget
P0017,300,Equipment,Excavator,hour,547,140.02,76591.02,568,137.88,78318.0,1726.979999999996,2.254807417370856,On Budget
P0017,301,Equipment,Bulldozer,hour,749,145.54,109006.98,724,145.48,105327.56,-3679.4199999999983,-3.3753985295253557,On Budget
P0017,302,Equipment,Loader,hour,342,115.54,39513.97,358,125.04,44764.32,5250.3499999999985,13.287325976104144,Over Budget
P0017,303,Equipment,Compactor,hour,1233,93.7,115537.01,1286,98.54,126726.45,11189.440000000002,9.684723535774383,Watch
P0017,400,Fuel,Diesel,gallon,4413,4.01,17679.42,4642,3.77,17511.95,-167.46999999999753,-0.9472595820450985,On Budget
P0017,500,Subcontractor,Concrete Work,job,1,25859.19,25859.19,1,28374.2,28374.2,2515.010000000002,9.725788008054398,Watch
P0017,501,Subcontractor,Utility Work,job,1,21785.62,21785.62,1,22249.56,22249.56,463.9400000000023,2.129569872236835,On Budget
P0018,100,Labor,General Labor,hour,23087,32.92,759930.68,24972,34.0,848945.59,89014.90999999992,11.71355655755337,Over Budget
P0018,101,Labor,Equipment Operators,hour,20673,41.38,855501.66,21987,40.65,893841.02,38339.359999999986,4.481506207714428,On Budget
P0018,102,Labor,Supervisors,hour,26164,57.04,1492279.06,26334,61.88,1629671.07,137392.01,9.20685773075178,Watch
P0018,103,Labor,Skilled Labor,hour,25969,45.72,1187364.8,28788,48.58,1398556.71,211191.90999999992,17.78660694674458,Over Budget
P0018,200,Materials,Gravel,ton,15239,35.74,544703.69,15246,36.44,555624.42,10920.730000000098,2.004893706521448,On Budget
P0018,201,Materials,Concrete,cubic_yard,12345,148.43,1832348.13,14890,158.94,2366563.63,534215.5,29.154694528490065,Over Budget
P0018,202,Materials,Asphalt,ton,1791,91.69,164225.22,1898,95.23,180745.09,16519.869999999995,10.059277131734087,Over Budget
P0018,203,Materials,Topsoil,cubic_yard,16244,40.93,664847.11,16854,41.76,703830.6,38983.48999999999,5.863527029545183,Watch
P0018,300,Equipment,Excavator,hour,3841,144.56,555251.09,4760,152.8,727322.79,172071.70000000007,30.98988963713697,Over Budget
P0018,301,Equipment,Bulldozer,hour,10837,157.69,1708870.73,10109,152.03,1536868.04,-172002.68999999994,-10.06528387316927,Under Budget
P0018,302,Equipment,Loader,hour,1223,117.12,143236.47,1329,117.57,156245.01,13008.540000000008,9.081863019941784,Watch
P0018,303,Equipment,Compactor,hour,12426,93.07,1156528.4,12752,92.78,1183117.28,26588.88000000012,2.2990252552380146,On Budget
P0018,400,Fuel,Diesel,gallon,53273,3.88,206677.29,58616,3.78,221678.48,15001.190000000002,7.258267224231556,Watch
P0018,500,Subcontractor,Concrete Work,job,12,25825.53,309906.42,12,27898.21,334778.53,24872.110000000044,8.025684011321884,Watch
P0018,501,Subcontractor,Utility Work,job,11,21461.31,236074.39,11,21298.65,234285.16,-1789.2300000000105,-0.7579094030487638,On Budget
P0019,100,Labor,General Labor,hour,21350,31.66,675893.93,21953,33.76,741191.67,65297.73999999999,9.660944876365436,Watch
P0019,101,Labor,Equipment Operators,hour,25905,40.7,1054395.63,25172,43.97,1106747.58,52351.950000000186,4.965114470362533,On Budget
P0019,102,Labor,Supervisors,hour,20846,52.23,1088813.27,22442,55.07,1235962.07,147148.80000000005,13.514603840197505,Over Budget
P0019,103,Labor,Skilled Labor,hour,19935,48.65,969842.75,22415,51.38,1151630.84,181788.09000000008,18.744078872580126,Over Budget
P0019,200,Materials,Gravel,ton,31761,33.63,1067967.2,36566,35.01,1280290.64,212323.43999999994,19.881082490173853,Over Budget
P0019,201,Materials,Concrete,cubic_yard,24939,138.62,3457068.41,25219,148.55,3746240.14,289171.73,8.364651655823033,Watch
P0019,202,Materials,Asphalt,ton,9697,94.28,914207.15,9800,101.1,990747.11,76539.95999999996,8.372277552193719,Watch
P0019,203,Materials,Topsoil,cubic_yard,32566,39.74,1294276.62,31964,41.26,1318879.35,24602.72999999998,1.900886535368303,On Budget
P0019,300,Equipment,Excavator,hour,4114,134.22,552190.08,4427,135.81,601234.75,49044.67000000004,8.881845541303466,Watch
P0019,301,Equipment,Bulldozer,hour,13762,158.22,2177492.3,13744,170.38,2341702.28,164209.97999999998,7.541242740559863,Watch
P0019,302,Equipment,Loader,hour,3857,120.27,463891.65,4373,119.2,521258.41,57366.75999999995,12.366413579550299,Over Budget
P0019,303,Equipment,Compactor,hour,2161,98.77,213441.26,2522,96.1,242358.51,28917.25,13.548106865561044,Over Budget
P0019,400,Fuel,Diesel,gallon,44871,3.74,167725.66,45255,3.81,172294.71,4569.049999999988,2.7241210438521977,On Budget
P0019,500,Subcontractor,Concrete Work,job,3,27158.64,81475.92,3,31005.94,93017.82,11541.900000000009,14.166025986573713,Over Budget
P0019,501,Subcontractor,Utility Work,job,13,21327.53,277257.83,15,21763.2,326447.96,49190.130000000005,17.74165584430925,Over Budget
P0020,100,Labor,General Labor,hour,13596,31.56,429142.15,13325,31.98,426154.39,-2987.7600000000093,-0.6962168596116716,On Budget
P0020,101,Labor,Equipment Operators,hour,9708,43.57,422936.63,10038,42.57,427308.05,4371.419999999984,1.0335874667559495,On Budget
P0020,102,Labor,Supervisors,hour,8817,58.24,513519.85,9729,55.9,543810.81,30290.96000000008,5.898693107968481,Watch
P0020,103,Labor,Skilled Labor,hour,9640,47.76,460446.03,10493,48.68,510841.86,50395.82999999996,10.945002609752104,Over Budget
P0020,200,Materials,Gravel,ton,6793,36.39,247219.2,7311,36.6,267614.77,20395.570000000007,8.249994337009426,Watch
P0020,201,Materials,Concrete,cubic_yard,1840,154.86,284944.41,1894,154.95,293466.98,8522.570000000007,2.9909588329878125,On Budget
P0020,202,Materials,Asphalt,ton,14030,85.67,1201914.54,14942,89.43,1336325.85,134411.31000000006,11.183100422431037,Over Budget
P0020,203,Materials,Topsoil,cubic_yard,6125,36.2,221733.16,7754,39.65,307453.84,85720.68000000002,38.65938680529336,Over Budget
P0020,300,Equipment,Excavator,hour,6843,125.51,858858.54,6161,117.73,725308.38,-133550.16000000003,-15.549727199545577,Under Budget
P0020,301,Equipment,Bulldozer,hour,5025,165.17,829995.75,5483,170.46,934617.59,104621.83999999997,12.60510550807037,Over Budget
P0020,302,Equipment,Loader,hour,4727,111.91,528990.58,4877,110.4,538437.71,9447.130000000005,1.785878682376538,On Budget
P0020,303,Equipment,Compactor,hour,5142,88.41,454610.49,5309,92.79,492627.84,38017.350000000035,8.362620492985112,Watch
P0020,400,Fuel,Diesel,gallon,16350,3.97,64867.95,17110,4.05,69244.85,4376.900000000009,6.7473999101251225,Watch
P0020,500,Subcontractor,Concrete Work,job,6,27441.98,164651.86,6,27292.11,163752.69,-899.1699999999837,-0.5461037609899966,On Budget
P0020,501,Subcontractor,Utility Work,job,6,22362.7,134176.2,6,22037.22,132223.32,-1952.8800000000047,-1.455459313946888,On Budget
P0021,100,Labor,General Labor,hour,11656,31.47,366783.12,11662,32.92,383945.95,17162.830000000016,4.679285677050792,On Budget
P0021,101,Labor,Equipment Operators,hour,14140,43.94,621379.91,14341,42.59,610744.42,-10635.48999999999,-1.711592188424629,On Budget
P0021,102,Labor,Supervisors,hour,3548,58.89,208952.27,4391,64.96,285231.68,76279.41,36.5056622739729,Over Budget
P0021,103,Labor,Skilled Labor,hour,23384,45.44,1062453.15,25275,46.91,1185630.54,123177.39000000013,11.59367733061925,Over Budget
P0021,200,Materials,Gravel,ton,5288,34.71,183548.39,4945,33.6,166150.89,-17397.5,-9.478426915103967,Under Budget
P0021,201,Materials,Concrete,cubic_yard,7499,156.03,1170058.92,8773,168.85,1481281.75,311222.8300000001,26.598902386898608,Over Budget
P0021,202,Materials,Asphalt,ton,2250,99.16,223120.47,2410,107.1,258111.22,34990.75,15.682447244755265,Over Budget
P0021,203,Materials,Topsoil,cubic_yard,4096,37.87,155112.47,3913,36.92,144471.37,-10641.100000000006,-6.860247922040057,Under Budget
P0021,300,Equipment,Excavator,hour,510,127.96,65261.47,530,130.33,69074.99,3813.520000000004,5.843447902721167,Watch
P0021,301,Equipment,Bulldozer,hour,4975,160.34,797674.7,4733,160.31,758736.75,-38937.94999999995,-4.881432242993284,On Budget
P0021,302,Equipment,Loader,hour,4422,120.91,534650.58,4224,126.17,532960.42,-1690.1599999999162,-0.31612422453556793,On Budget
P0021,303,Equipment,Compactor,hour,985,89.32,87980.81,1006,89.85,90388.29,2407.479999999996,2.7363694423818057,On Budget
P0021,400,Fuel,Diesel,gallon,47142,3.95,186028.46,51170,4.23,216385.35,30356.890000000014,16.31841170969217,Over Budget
P0021,500,Subcontractor,Concrete Work,job,3,29342.74,88028.21,3,30906.46,92719.38,4691.169999999998,5.329166638740011,Watch
P0021,501,Subcontractor,Utility Work,job,7,23419.61,163937.26,7,25147.67,176033.71,12096.449999999983,7.378706951671623,Watch
P0022,100,Labor,General Labor,hour,11727,32.07,376038.37,12239,32.6,399026.85,22988.47999999998,6.113333594122318,Watch
P0022,101,Labor,Equipment Operators,hour,14440,43.62,629924.35,14930,44.11,658600.95,28676.599999999977,4.552387917692018,On Budget
P0022,102,Labor,Supervisors,hour,8329,54.18,451246.06,9186,59.32,544916.2,93670.13999999996,20.758107007072805,Over Budget
P0022,103,Labor,Skilled Labor,hour,9271,47.01,435835.1,9287,49.34,458223.06,22387.96000000002,5.136796003809703,Watch
P0022,200,Materials,Gravel,ton,11300,34.4,388701.18,11618,32.79,380961.66,-7739.520000000019,-1.9911233611382448,On Budget
P0022,201,Materials,Concrete,cubic_yard,8173,147.06,1201947.92,8998,159.78,1437682.34,235734.42000000016,19.612698360508013,Over Budget
P0022,202,Materials,Asphalt,ton,1114,90.18,100463.33,1162,85.98,99907.59,-555.7400000000052,-0.5531769651672955,On Budget
P0022,203,Materials,Topsoil,cubic_yard,3314,36.75,121780.26,3520,37.75,132876.83,11096.569999999992,9.111961166776942,Watch
P0022,300,Equipment,Excavator,hour,6108,136.94,836447.08,7968,153.41,1222371.64,385924.55999999994,46.13855068990138,Over Budget
P0022,301,Equipment,Bulldozer,hour,4849,161.46,782912.38,5051,165.78,837340.92,54428.54000000004,6.952060203722929,Watch
P0022,302,Equipment,Loader,hour,3081,124.0,382031.49,3352,130.2,436420.73,54389.23999999999,14.236847334234149,Over Budget
P0022,303,Equipment,Compactor,hour,643,97.23,62517.81,641,107.05,68620.03,6102.220000000001,9.760770570818142,Watch
P0022,400,Fuel,Diesel,gallon,48276,3.62,174663.29,51336,3.62,186078.08,11414.789999999979,6.535311455543965,Watch
P0022,500,Subcontractor,Concrete Work,job,8,30223.86,241790.91,8,31666.54,253332.32,11541.410000000003,4.773301858204679,On Budget
P0022,501,Subcontractor,Utility Work,job,3,21879.2,65637.61,3,22741.65,68224.95,2587.3399999999965,3.9418558963374752,On Budget
P0023,100,Labor,General Labor,hour,12606,30.46,384018.94,15930,33.97,541159.16,157140.22000000003,40.919914002158336,Over Budget
P0023,101,Labor,Equipment Operators,hour,5621,42.38,238214.53,5250,41.43,217531.7,-20682.829999999987,-8.68243847258183,Under Budget
P0023,102,Labor,Supervisors,hour,15027,54.39,817375.47,16654,57.3,954326.28,136950.81000000006,16.75494494592553,Over Budget
P0023,103,Labor,Skilled Labor,hour,7048,46.71,329221.52,7240,46.9,339527.1,10305.579999999958,3.1302874733097514,On Budget
P0023,200,Materials,Gravel,ton,11746,34.83,409164.94,12597,33.45,421392.36,12227.419999999984,2.988384097620872,On Budget
P0023,201,Materials,Concrete,cubic_yard,11790,145.15,1711281.52,11848,151.82,1798745.71,87464.18999999994,5.111034565487503,Watch
P0023,202,Materials,Asphalt,ton,9052,94.62,856516.86,8791,89.19,784054.6,-72462.26000000001,-8.460109004742767,Under Budget
P0023,203,Materials,Topsoil,cubic_yard,15495,36.65,567907.64,17220,39.87,686646.64,118739.0,20.90815330464651,Over Budget
P0023,300,Equipment,Excavator,hour,1217,145.62,177220.31,1140,147.27,167884.85,-9335.459999999992,-5.267714518725304,Under Budget
P0023,301,Equipment,Bulldozer,hour,1924,148.55,285813.54,1861,144.03,268047.08,-17766.459999999963,-6.216101588469169,Under Budget
P0023,302,Equipment,Loader,hour,4568,127.93,584402.82,4732,134.2,635052.65,50649.830000000075,8.666937986370442,Watch
P0023,303,Equipment,Compactor,hour,2931,90.09,264063.54,2955,97.22,287297.27,23233.73000000004,8.798537654990174,Watch
P0023,400,Fuel,Diesel,gallon,67656,3.7,250034.0,67452,3.91,263778.35,13744.349999999977,5.496992409032362,Watch
P0023,500,Subcontractor,Concrete Work,job,8,27081.92,216655.39,8,26597.65,212781.19,-3874.2000000000116,-1.7881853758634905,On Budget
P0023,501,Subcontractor,Utility Work,job,8,23549.58,188396.62,8,24260.82,194086.6,5689.9800000000105,3.020213419964759,On Budget
P0024,100,Labor,General Labor,hour,4739,31.93,151303.88,5441,34.99,190392.33,39088.44999999998,25.834400281076718,Over Budget
P0024,101,Labor,Equipment Operators,hour,4135,43.57,180168.96,3770,46.84,176577.35,-3591.609999999986,-1.9934676872198107,On Budget
P0024,102,Labor,Supervisors,hour,7768,51.0,396153.96,7943,51.49,409023.29,12869.329999999958,3.248567804295067,On Budget
P0024,103,Labor,Skilled Labor,hour,3615,50.86,183876.21,3526,55.26,194850.78,10974.570000000007,5.968455625662508,Watch
P0024,200,Materials,Gravel,ton,10540,36.41,383741.01,11651,39.41,459143.27,75402.26000000001,19.649257711600853,Over Budget
P0024,201,Materials,Concrete,cubic_yard,2161,135.16,292070.68,2227,133.34,296942.15,4871.47000000003,1.6679079187270802,On Budget
P0024,202,Materials,Asphalt,ton,4475,97.82,437765.42,4803,105.71,507717.88,69952.46000000002,15.979439399302034,Over Budget
P0024,203,Materials,Topsoil,cubic_yard,16035,36.32,582330.54,17008,38.19,649550.19,67219.6499999999,11.543212210714538,Over Budget
P0024,300,Equipment,Excavator,hour,5357,129.52,693832.61,5240,136.03,712810.12,18977.51000000001,2.7351712396452523,On Budget
P0024,301,Equipment,Bulldozer,hour,1653,145.47,240460.91,2074,155.92,323373.67,82912.75999999998,34.4807644618828,Over Budget
P0024,302,Equipment,Loader,hour,9162,121.43,1112534.2,10526,132.58,1395523.93,282989.73,25.436497143188948,Over Budget
P0024,303,Equipment,Compactor,hour,6992,88.56,619224.71,6927,91.82,636046.71,16822.0,2.7166228556996703,On Budget
P0024,400,Fuel,Diesel,gallon,7345,3.89,28537.55,8546,4.07,34819.72,6282.170000000002,22.013697742097698,Over Budget
P0024,500,Subcontractor,Concrete Work,job,9,28294.28,254648.55,9,27636.57,248729.12,-5919.429999999993,-2.3245488733393507,On Budget
P0024,501,Subcontractor,Utility Work,job,8,22990.9,183927.2,8,23658.28,189266.22,5339.0199999999895,2.9027897994423824,On Budget
P0025,100,Labor,General Labor,hour,3399,32.52,110537.56,3244,32.1,104136.08,-6401.479999999996,-5.791226077362298,Under Budget
P0025,101,Labor,Equipment Operators,hour,4891,42.8,209341.09,4777,42.35,202316.68,-7024.4100000000035,-3.355485537980147,On Budget
