project_id,cost_code,category,subcategory,unit,estimated_quantity,estimated_unit_cost,estimated_cost
P0029,500,Subcontractor,Concrete Work,job,2,26271.35,52542.69
P0029,501,Subcontractor,Utility Work,job,9,20240.66,182165.91
P0030,100,Labor,General Labor,hour,7640,31.77,242734.73
P0030,101,Labor,Equipment Operators,hour,4643,39.85,185037.86
P0030,102,Labor,Supervisors,hour,14727,53.22,783723.54
P0030,103,Labor,Skilled Labor,hour,10994,49.52,544446.67
P0030,200,Materials,Gravel,ton,1949,31.91,62199.68
P0030,201,Materials,Concrete,cubic_yard,11443,147.15,1683863.61
P0030,202,Materials,Asphalt,ton,9477,97.45,923490.86
P0030,203,Materials,Topsoil,cubic_yard,5560,37.82,210263.0
P0030,300,Equipment,Excavator,hour,6682,143.98,962081.22
P0030,301,Equipment,Bulldozer,hour,5776,150.61,869939.95
P0030,302,Equipment,Loader,hour,5173,125.79,650723.77
P0030,303,Equipment,Compactor,hour,5290,92.6,489833.26
P0030,400,Fuel,Diesel,gallon,42098,3.56,149736.35
P0030,500,Subcontractor,Concrete Work,job,5,29129.54,145647.68
P0030,501,Subcontractor,Utility Work,job,5,20941.93,104709.64
P0031,100,Labor,General Labor,hour,1450,34.23,49632.25
P0031,101,Labor,Equipment Operators,hour,1579,44.46,70204.69
P0031,102,Labor,Supervisors,hour,2595,50.78,131787.04
P0031,103,Labor,Skilled Labor,hour,1737,50.59,87874.8
P0031,200,Materials,Gravel,ton,157,32.06,5033.06
P0031,201,Materials,Concrete,cubic_yard,1944,153.23,297882.02
P0031,202,Materials,Asphalt,ton,1029,91.62,94280.77
P0031,203,Materials,Topsoil,cubic_yard,2593,41.01,106331.3
P0031,300,Equipment,Excavator,hour,2252,141.0,317533.63
P0031,301,Equipment,Bulldozer,hour,1157,150.79,174468.32
P0031,302,Equipment,Loader,hour,2298,129.29,297116.24
P0031,303,Equipment,Compactor,hour,488,88.3,43089.62
P0031,400,Fuel,Diesel,gallon,4136,3.58,14790.9
P0031,500,Subcontractor,Concrete Work,job,2,28356.69,56713.39
P0031,501,Subcontractor,Utility Work,job,3,22175.52,66526.57
P0032,100,Labor,General Labor,hour,7158,29.7,212599.7
P0032,101,Labor,Equipment Operators,hour,5700,40.87,232964.41
P0032,102,Labor,Supervisors,hour,19349,58.03,1122726.58
P0032,103,Labor,Skilled Labor,hour,21460,47.92,1028410.52
P0032,200,Materials,Gravel,ton,1030,32.34,33309.75
P0032,201,Materials,Concrete,cubic_yard,10902,145.51,1586325.12
P0032,202,Materials,Asphalt,ton,25290,94.24,2383367.27
P0032,203,Materials,Topsoil,cubic_yard,16358,35.32,577761.23
P0032,300,Equipment,Excavator,hour,2302,133.04,306249.42
P0032,301,Equipment,Bulldozer,hour,10099,157.21,1587640.54
P0032,302,Equipment,Loader,hour,9490,114.22,1083921.51
P0032,303,Equipment,Compactor,hour,7002,88.06,616584.86
P0032,400,Fuel,Diesel,gallon,50082,3.66,183429.6
P0032,500,Subcontractor,Concrete Work,job,6,29845.58,179073.47
P0032,501,Subcontractor,Utility Work,job,6,21702.61,130215.66
P0033,100,Labor,General Labor,hour,3490,29.98,104616.03
P0033,101,Labor,Equipment Operators,hour,1153,43.44,50087.31
P0033,102,Labor,Supervisors,hour,6115,53.02,324246.17
P0033,103,Labor,Skilled Labor,hour,3468,48.98,169845.71
P0033,200,Materials,Gravel,ton,2441,33.06,80702.32
P0033,201,Materials,Concrete,cubic_yard,3582,143.52,514071.05
P0033,202,Materials,Asphalt,ton,7532,87.25,657168.86
P0033,203,Materials,Topsoil,cubic_yard,5299,35.05,185723.71
P0033,300,Equipment,Excavator,hour,3919,130.87,512880.04
P0033,301,Equipment,Bulldozer,hour,2594,160.13,415387.54
P0033,302,Equipment,Loader,hour,3714,110.76,411376.57
P0033,303,Equipment,Compactor,hour,2945,92.26,271705.98
P0033,400,Fuel,Diesel,gallon,32767,3.56,116557.62
P0033,500,Subcontractor,Concrete Work,job,4,25940.49,103761.98
P0033,501,Subcontractor,Utility Work,job,3,23069.22,69207.66
P0034,100,Labor,General Labor,hour,5242,30.22,158387.14
P0034,101,Labor,Equipment Operators,hour,1543,45.13,69629.74
P0034,102,Labor,Supervisors,hour,2513,51.9,130413.64
P0034,103,Labor,Skilled Labor,hour,2677,44.21,118356.43
P0034,200,Materials,Gravel,ton,1969,35.44,69786.59
P0034,201,Materials,Concrete,cubic_yard,263,151.68,39892.08
P0034,202,Materials,Asphalt,ton,588,93.47,54961.26
P0034,203,Materials,Topsoil,cubic_yard,5103,39.73,202759.07
P0034,300,Equipment,Excavator,hour,268,138.66,37160.37
P0034,301,Equipment,Bulldozer,hour,295,146.99,43362.86
P0034,302,Equipment,Loader,hour,2030,114.92,233295.64
P0034,303,Equipment,Compactor,hour,2312,99.61,230296.75
P0034,400,Fuel,Diesel,gallon,15522,3.93,60954.7
P0034,500,Subcontractor,Concrete Work,job,3,26735.35,80206.06
P0034,501,Subcontractor,Utility Work,job,2,22478.89,44957.77
P0035,100,Labor,General Labor,hour,2993,33.5,100266.94
P0035,101,Labor,Equipment Operators,hour,4155,44.84,186298.27
P0035,102,Labor,Supervisors,hour,3679,53.3,196073.96
P0035,103,Labor,Skilled Labor,hour,4953,45.95,227590.35
P0035,200,Materials,Gravel,ton,846,36.6,30961.98
P0035,201,Materials,Concrete,cubic_yard,1064,137.29,146071.31
P0035,202,Materials,Asphalt,ton,2311,91.62,211727.75
P0035,203,Materials,Topsoil,cubic_yard,2706,37.46,101358.95
P0035,300,Equipment,Excavator,hour,864,125.19,108168.45
P0035,301,Equipment,Bulldozer,hour,958,163.57,156702.17
P0035,302,Equipment,Loader,hour,2452,112.42,275663.11
P0035,303,Equipment,Compactor,hour,2344,98.84,231688.69
P0035,400,Fuel,Diesel,gallon,6111,3.98,24301.17
P0035,500,Subcontractor,Concrete Work,job,2,28945.28,57890.57
P0035,501,Subcontractor,Utility Work,job,1,21058.88,21058.88
P0036,100,Labor,General Labor,hour,3336,31.76,105935.6
P0036,101,Labor,Equipment Operators,hour,17154,43.84,751959.2
P0036,102,Labor,Supervisors,hour,2582,57.71,149009.79
P0036,103,Labor,Skilled Labor,hour,15506,50.97,790315.07
P0036,200,Materials,Gravel,ton,10488,35.95,377061.03
P0036,201,Materials,Concrete,cubic_yard,8476,134.83,1142777.23
P0036,202,Materials,Asphalt,ton,18855,96.53,1820106.76
P0036,203,Materials,Topsoil,cubic_yard,6797,39.27,266918.91
P0036,300,Equipment,Excavator,hour,8199,143.98,1180503.86
P0036,301,Equipment,Bulldozer,hour,578,161.47,93329.64
P0036,302,Equipment,Loader,hour,1976,119.55,236229.43
P0036,303,Equipment,Compactor,hour,4854,90.63,439902.2
P0036,400,Fuel,Diesel,gallon,4910,4.04,19819.89
P0036,500,Subcontractor,Concrete Work,job,9,30027.28,270245.48
P0036,501,Subcontractor,Utility Work,job,8,20923.84,167390.74
P0037,100,Labor,General Labor,hour,12161,32.84,399323.66
P0037,101,Labor,Equipment Operators,hour,7721,39.89,307988.08
P0037,102,Labor,Supervisors,hour,25163,57.07,1435937.55
P0037,103,Labor,Skilled Labor,hour,21893,48.06,1052232.93
P0037,200,Materials,Gravel,ton,19988,34.7,693571.63
P0037,201,Materials,Concrete,cubic_yard,19424,152.56,2963360.97
P0037,202,Materials,Asphalt,ton,24002,93.75,2250287.19
P0037,203,Materials,Topsoil,cubic_yard,6649,37.55,249670.38
P0037,300,Equipment,Excavator,hour,12103,136.87,1656521.33
P0037,301,Equipment,Bulldozer,hour,2916,154.29,449905.11
P0037,302,Equipment,Loader,hour,5647,114.23,645042.32
P0037,303,Equipment,Compactor,hour,11118,98.42,1094282.08
P0037,400,Fuel,Diesel,gallon,58651,3.68,216109.29
P0037,500,Subcontractor,Concrete Work,job,12,27295.92,327551.02
P0037,501,Subcontractor,Utility Work,job,10,21085.57,210855.72
P0038,100,Labor,General Labor,hour,26467,33.17,877958.39
P0038,101,Labor,Equipment Operators,hour,26832,39.41,1057507.36
P0038,102,Labor,Supervisors,hour,18491,51.08,944514.82
P0038,103,Labor,Skilled Labor,hour,26360,44.83,1181692.42
P0038,200,Materials,Gravel,ton,18809,35.79,673209.0
P0038,201,Materials,Concrete,cubic_yard,9326,143.4,1337310.28
P0038,202,Materials,Asphalt,ton,24899,99.15,2468748.51
P0038,203,Materials,Topsoil,cubic_yard,16486,35.21,580467.02
P0038,300,Equipment,Excavator,hour,1489,132.57,197395.65
P0038,301,Equipment,Bulldozer,hour,7459,159.01,1186057.49
P0038,302,Equipment,Loader,hour,7522,110.92,834309.09
P0038,303,Equipment,Compactor,hour,6252,96.72,604692.87
P0038,400,Fuel,Diesel,gallon,82965,3.95,327936.3
P0038,500,Subcontractor,Concrete Work,job,2,27363.67,54727.33
P0038,501,Subcontractor,Utility Work,job,12,23256.51,279078.18
P0039,100,Labor,General Labor,hour,25608,31.58,808742.91
P0039,101,Labor,Equipment Operators,hour,16116,39.84,642044.62
P0039,102,Labor,Supervisors,hour,11575,52.29,605225.25
P0039,103,Labor,Skilled Labor,hour,25498,44.81,1142492.72
P0039,200,Materials,Gravel,ton,24464,35.3,863698.61
P0039,201,Materials,Concrete,cubic_yard,22166,152.81,3387131.41
P0039,202,Materials,Asphalt,ton,9423,88.54,834331.23
P0039,203,Materials,Topsoil,cubic_yard,3513,39.77,139728.52
P0039,300,Equipment,Excavator,hour,3055,139.48,426112.65
P0039,301,Equipment,Bulldozer,hour,2342,145.61,341021.17
P0039,302,Equipment,Loader,hour,7472,110.88,828461.63
P0039,303,Equipment,Compactor,hour,2515,98.47,247641.45
P0039,400,Fuel,Diesel,gallon,49012,3.85,188898.05
P0039,500,Subcontractor,Concrete Work,job,4,26072.34,104289.37
P0039,501,Subcontractor,Utility Work,job,12,23184.18,278210.19
P0040,100,Labor,General Labor,hour,3274,29.69,97219.03
P0040,101,Labor,Equipment Operators,hour,16881,40.91,690541.5
P0040,102,Labor,Supervisors,hour,12630,57.49,726103.78
P0040,103,Labor,Skilled Labor,hour,4853,46.12,223825.76
P0040,200,Materials,Gravel,ton,11412,35.59,406131.74
P0040,201,Materials,Concrete,cubic_yard,17340,146.1,2533415.87
P0040,202,Materials,Asphalt,ton,9700,93.72,909064.71
P0040,203,Materials,Topsoil,cubic_yard,8690,38.71,336413.32
P0040,300,Equipment,Excavator,hour,11887,142.96,1699375.41
P0040,301,Equipment,Bulldozer,hour,6419,163.63,1050372.43
P0040,302,Equipment,Loader,hour,3525,113.66,400649.3
P0040,303,Equipment,Compactor,hour,2453,95.72,234799.53
P0040,400,Fuel,Diesel,gallon,24818,3.86,95783.28
P0040,500,Subcontractor,Concrete Work,job,10,28147.07,281470.65
P0040,501,Subcontractor,Utility Work,job,5,20363.96,101819.79
P0041,100,Labor,General Labor,hour,21531,30.42,655033.56
P0041,101,Labor,Equipment Operators,hour,31745,41.84,1328238.93
P0041,102,Labor,Supervisors,hour,24457,51.96,1270852.89
P0041,103,Labor,Skilled Labor,hour,35040,51.81,1815265.57
P0041,200,Materials,Gravel,ton,31370,32.4,1016409.05
P0041,201,Materials,Concrete,cubic_yard,12232,133.6,1634239.62
P0041,202,Materials,Asphalt,ton,23680,93.78,2220801.87
P0041,203,Materials,Topsoil,cubic_yard,16837,37.93,638589.61
P0041,300,Equipment,Excavator,hour,11868,128.85,1529160.49
P0041,301,Equipment,Bulldozer,hour,5028,147.65,742366.61
P0041,302,Equipment,Loader,hour,4970,122.47,608697.57
P0041,303,Equipment,Compactor,hour,10346,97.33,1007022.93
P0041,400,Fuel,Diesel,gallon,26072,3.69,96242.37
P0041,500,Subcontractor,Concrete Work,job,14,26289.71,368055.91
P0041,501,Subcontractor,Utility Work,job,14,20298.64,284181.03
P0042,100,Labor,General Labor,hour,2031,34.22,69504.82
P0042,101,Labor,Equipment Operators,hour,4760,40.73,193865.31
P0042,102,Labor,Supervisors,hour,2602,55.32,143937.87
P0042,103,Labor,Skilled Labor,hour,2244,47.81,107289.14
P0042,200,Materials,Gravel,ton,6121,33.6,205678.51
P0042,201,Materials,Concrete,cubic_yard,5382,138.52,745517.5
P0042,202,Materials,Asphalt,ton,1996,90.55,180743.74
P0042,203,Materials,Topsoil,cubic_yard,3824,36.03,137771.4
P0042,300,Equipment,Excavator,hour,2541,124.35,315984.2
P0042,301,Equipment,Bulldozer,hour,1450,148.92,215930.76
P0042,302,Equipment,Loader,hour,490,128.86,63140.99
P0042,303,Equipment,Compactor,hour,261,87.7,22888.55
P0042,400,Fuel,Diesel,gallon,11892,3.72,44247.72
P0042,500,Subcontractor,Concrete Work,job,2,29308.13,58616.26
P0042,501,Subcontractor,Utility Work,job,3,23003.87,69011.61
P0043,100,Labor,General Labor,hour,8294,31.86,264229.52
P0043,101,Labor,Equipment Operators,hour,20670,41.28,853175.63
P0043,102,Labor,Supervisors,hour,3883,51.25,199019.84
P0043,103,Labor,Skilled Labor,hour,18281,47.18,862452.68
P0043,200,Materials,Gravel,ton,15597,36.38,567430.72
P0043,201,Materials,Concrete,cubic_yard,23258,151.69,3527919.07
P0043,202,Materials,Asphalt,ton,18580,87.78,1630905.06
P0043,203,Materials,Topsoil,cubic_yard,2999,36.76,110231.74
P0043,300,Equipment,Excavator,hour,10572,141.85,1499652.23
P0043,301,Equipment,Bulldozer,hour,3329,143.4,477389.42
P0043,302,Equipment,Loader,hour,4492,123.95,556762.77
P0043,303,Equipment,Compactor,hour,2191,90.22,197668.11
P0043,400,Fuel,Diesel,gallon,12387,3.98,49269.11
P0043,500,Subcontractor,Concrete Work,job,7,29907.71,209353.95
P0043,501,Subcontractor,Utility Work,job,5,22285.88,111429.39
P0044,100,Labor,General Labor,hour,12859,32.07,412406.8
P0044,101,Labor,Equipment Operators,hour,19443,39.72,772265.42
P0044,102,Labor,Supervisors,hour,6638,51.54,342098.78
P0044,103,Labor,Skilled Labor,hour,3092,51.44,159066.81
P0044,200,Materials,Gravel,ton,11492,34.77,399544.38
P0044,201,Materials,Concrete,cubic_yard,10932,133.58,1460298.59
P0044,202,Materials,Asphalt,ton,17680,90.78,1605061.2
P0044,203,Materials,Topsoil,cubic_yard,2952,35.38,104439.05
P0044,300,Equipment,Excavator,hour,9532,126.13,1202315.26
P0044,301,Equipment,Bulldozer,hour,7922,142.78,1131129.45
P0044,302,Equipment,Loader,hour,5040,116.22,585764.08
P0044,303,Equipment,Compactor,hour,4913,88.79,436228.27
P0044,400,Fuel,Diesel,gallon,56494,4.15,234656.48
P0044,500,Subcontractor,Concrete Work,job,10,27749.94,277499.44
P0044,501,Subcontractor,Utility Work,job,11,23442.3,257865.28
P0045,100,Labor,General Labor,hour,8546,31.47,268955.96
P0045,101,Labor,Equipment Operators,hour,12514,39.81,498186.51
P0045,102,Labor,Supervisors,hour,2075,54.55,113198.64
P0045,103,Labor,Skilled Labor,hour,8369,48.41,405181.47
P0045,200,Materials,Gravel,ton,5307,34.66,183934.35
P0045,201,Materials,Concrete,cubic_yard,7506,134.3,1008049.5
P0045,202,Materials,Asphalt,ton,13526,88.35,1194976.05
P0045,203,Materials,Topsoil,cubic_yard,4669,37.59,175491.95
P0045,300,Equipment,Excavator,hour,5019,134.75,676322.88
P0045,301,Equipment,Bulldozer,hour,7627,153.4,1170017.4
P0045,302,Equipment,Loader,hour,2863,122.33,350239.84
P0045,303,Equipment,Compactor,hour,1403,93.28,130868.73
P0045,400,Fuel,Diesel,gallon,35484,3.89,138190.95
P0045,500,Subcontractor,Concrete Work,job,5,27838.72,139193.61
P0045,501,Subcontractor,Utility Work,job,9,20503.86,184534.73
P0046,100,Labor,General Labor,hour,1225,29.91,36639.63
P0046,101,Labor,Equipment Operators,hour,5999,40.35,242085.01
P0046,102,Labor,Supervisors,hour,2987,51.45,153692.38
P0046,103,Labor,Skilled Labor,hour,8942,47.72,426717.76
P0046,200,Materials,Gravel,ton,3602,36.25,130577.86
P0046,201,Materials,Concrete,cubic_yard,7734,149.63,1157232.19
P0046,202,Materials,Asphalt,ton,6904,86.15,594774.28
P0046,203,Materials,Topsoil,cubic_yard,9976,40.94,408387.84
P0046,300,Equipment,Excavator,hour,2670,136.57,364646.25
P0046,301,Equipment,Bulldozer,hour,2400,159.26,382217.22
P0046,302,Equipment,Loader,hour,328,124.24,40750.04
P0046,303,Equipment,Compactor,hour,2798,96.25,269320.13
P0046,400,Fuel,Diesel,gallon,35919,3.66,131416.74
P0046,500,Subcontractor,Concrete Work,job,1,28113.99,28113.99
P0046,501,Subcontractor,Utility Work,job,3,21239.89,63719.66
P0047,100,Labor,General Labor,hour,3844,33.73,129668.14
P0047,101,Labor,Equipment Operators,hour,8284,40.55,335892.36
P0047,102,Labor,Supervisors,hour,7563,51.28,387839.88
P0047,103,Labor,Skilled Labor,hour,7382,46.64,344262.93
P0047,200,Materials,Gravel,ton,9348,34.94,326621.03
P0047,201,Materials,Concrete,cubic_yard,446,143.42,63966.28
P0047,202,Materials,Asphalt,ton,9119,96.04,875804.27
P0047,203,Materials,Topsoil,cubic_yard,5679,35.05,199043.58
P0047,300,Equipment,Excavator,hour,1628,143.53,233672.79
P0047,301,Equipment,Bulldozer,hour,2953,165.21,487860.69
P0047,302,Equipment,Loader,hour,5080,114.18,580014.14
P0047,303,Equipment,Compactor,hour,1461,95.69,139809.17
P0047,400,Fuel,Diesel,gallon,22793,3.59,81730.21
P0047,500,Subcontractor,Concrete Work,job,4,28059.41,112237.63
P0047,501,Subcontractor,Utility Work,job,5,23196.87,115984.33
P0048,100,Labor,General Labor,hour,8390,30.08,252354.66
P0048,101,Labor,Equipment Operators,hour,5039,38.76,195305.3
P0048,102,Labor,Supervisors,hour,18893,51.84,979360.39
P0048,103,Labor,Skilled Labor,hour,3585,47.75,171171.91
P0048,200,Materials,Gravel,ton,30031,32.78,984300.1
P0048,201,Materials,Concrete,cubic_yard,15513,144.75,2245512.05
P0048,202,Materials,Asphalt,ton,3930,91.25,358625.55
P0048,203,Materials,Topsoil,cubic_yard,29655,36.61,1085678.44
P0048,300,Equipment,Excavator,hour,5793,141.29,818512.89
P0048,301,Equipment,Bulldozer,hour,2224,164.87,366679.85
P0048,302,Equipment,Loader,hour,3550,110.54,392400.05
P0048,303,Equipment,Compactor,hour,11680,91.0,1062872.1
P0048,400,Fuel,Diesel,gallon,133599,3.75,501543.17
P0048,500,Subcontractor,Concrete Work,job,6,29262.15,175572.88
P0048,501,Subcontractor,Utility Work,job,9,21714.63,195431.68
P0049,100,Labor,General Labor,hour,860,29.72,25557.71
P0049,101,Labor,Equipment Operators,hour,2899,43.93,127339.5
P0049,102,Labor,Supervisors,hour,602,55.98,33698.78
P0049,103,Labor,Skilled Labor,hour,2112,45.14,95339.05
P0049,200,Materials,Gravel,ton,1374,33.4,45896.01
P0049,201,Materials,Concrete,cubic_yard,1013,154.52,156525.75
P0049,202,Materials,Asphalt,ton,2500,88.72,221798.91
P0049,203,Materials,Topsoil,cubic_yard,2418,40.32,97499.59
P0049,300,Equipment,Excavator,hour,1302,131.62,171365.28
P0049,301,Equipment,Bulldozer,hour,1242,153.4,190516.91
P0049,302,Equipment,Loader,hour,1453,113.19,164470.78
P0049,303,Equipment,Compactor,hour,725,94.09,68215.79
P0049,400,Fuel,Diesel,gallon,11552,3.56,41124.76
P0049,500,Subcontractor,Concrete Work,job,1,29844.54,29844.54
P0049,501,Subcontractor,Utility Work,job,1,21264.32,21264.32
P0050,100,Labor,General Labor,hour,1642,29.86,49027.17
P0050,101,Labor,Equipment Operators,hour,1292,41.91,54149.64
P0050,102,Labor,Supervisors,hour,1277,51.92,66295.5
P0050,103,Labor,Skilled Labor,hour,930,44.55,41431.65
P0050,200,Materials,Gravel,ton,2145,33.23,71281.85
P0050,201,Materials,Concrete,cubic_yard,801,155.72,124734.39
P0050,202,Materials,Asphalt,ton,2433,84.71,206103.48
P0050,203,Materials,Topsoil,cubic_yard,110,37.43,4117.73
P0050,300,Equipment,Excavator,hour,1011,142.47,144032.99
P0050,301,Equipment,Bulldozer,hour,174,160.02,27843.42
P0050,302,Equipment,Loader,hour,1226,122.88,150653.55
P0050,303,Equipment,Compactor,hour,798,89.44,71370.87
P0050,400,Fuel,Diesel,gallon,5442,3.56,19399.98
P0050,500,Subcontractor,Concrete Work,job,1,26725.93,26725.93
P0050,501,Subcontractor,Utility Work,job,1,20760.44,20760.44
P0051,100,Labor,General Labor,hour,3509,34.38,120640.94
P0051,101,Labor,Equipment Operators,hour,4656,42.02,195634.29
P0051,102,Labor,Supervisors,hour,3255,58.99,192009.79
P0051,103,Labor,Skilled Labor,hour,5597,45.12,252561.66
P0051,200,Materials,Gravel,ton,6573,34.2,224788.05
P0051,201,Materials,Concrete,cubic_yard,816,148.32,121028.32
P0051,202,Materials,Asphalt,ton,405,86.4,34991.31
P0051,203,Materials,Topsoil,cubic_yard,4238,39.03,165405.48
P0051,300,Equipment,Excavator,hour,162,145.0,23490.46
P0051,301,Equipment,Bulldozer,hour,1876,145.13,272258.09
P0051,302,Equipment,Loader,hour,3622,123.78,448322.8
P0051,303,Equipment,Compactor,hour,3086,99.59,307347.66
P0051,400,Fuel,Diesel,gallon,10375,3.82,39632.41
P0051,500,Subcontractor,Concrete Work,job,3,26113.61,78340.82
P0051,501,Subcontractor,Utility Work,job,2,22103.02,44206.04
P0052,100,Labor,General Labor,hour,5930,31.17,184859.98
P0052,101,Labor,Equipment Operators,hour,6765,43.52,294406.93
P0052,102,Labor,Supervisors,hour,4134,55.51,229459.66
P0052,103,Labor,Skilled Labor,hour,5755,45.47,261678.31
P0052,200,Materials,Gravel,ton,6325,32.86,207836.77
P0052,201,Materials,Concrete,cubic_yard,2460,139.85,344036.42
P0052,202,Materials,Asphalt,ton,5294,85.77,454055.17
P0052,203,Materials,Topsoil,cubic_yard,2159,39.35,84966.22
P0052,300,Equipment,Excavator,hour,1740,141.88,246863.01
P0052,301,Equipment,Bulldozer,hour,1624,147.29,239193.84
P0052,302,Equipment,Loader,hour,953,112.77,107472.17
P0052,303,Equipment,Compactor,hour,1253,87.93,110172.14
P0052,400,Fuel,Diesel,gallon,13828,3.57,49302.88
P0052,500,Subcontractor,Concrete Work,job,1,27477.58,27477.58
P0052,501,Subcontractor,Utility Work,job,3,20645.35,61936.05
P0053,100,Labor,General Labor,hour,11412,30.44,347362.83
P0053,101,Labor,Equipment Operators,hour,9331,39.39,367573.46
P0053,102,Labor,Supervisors,hour,12574,57.12,718168.15
P0053,103,Labor,Skilled Labor,hour,1595,47.26,75379.46
P0053,200,Materials,Gravel,ton,2429,35.22,85556.28
P0053,201,Materials,Concrete,cubic_yard,9603,156.5,1502853.77
P0053,202,Materials,Asphalt,ton,455,95.38,43399.94
P0053,203,Materials,Topsoil,cubic_yard,2822,38.4,108377.3
P0053,300,Equipment,Excavator,hour,1971,132.18,260524.51
P0053,301,Equipment,Bulldozer,hour,5674,156.78,889556.31
P0053,302,Equipment,Loader,hour,3320,112.51,373548.91
P0053,303,Equipment,Compactor,hour,1833,88.81,162781.86
